variations,price,rating_star,comment
[''],[4950000000],5,"Hình ảnh ko liên quan:(( 
mình mua lần thứ 3 rồi vì sài ưng quá. Da mặt mịn sáng ra, mùi hoa anh đào thơm cực kì. Và cá nhân mình thích nạ ngủ anh đào hơn matcha. Giao nhanh"
[''],[4950000000],5,Giao hàng nhanh chóng đóng gói kỹ được tặng thêm nữa... dễ sử dụng cho da 
[''],[4950000000],5,"Hàng giao đủ số lượng giao hàng nhanh
Mặt nạ thơm nói chung là tốt"
[''],[4950000000],5,"Mua 2 tặng 1 . Dùng thích lắm luôn ạ . Mình đã mua của shop khá nhiều lần roii . Rất ưngg
"
[''],[4950000000],5,"Giao hàng nhanh 
Được tặng 1 gói mặt nạ trà xanh
Mặt nạ hồng xài tốt, thấm nhanh, sáng dậy rửa mặt thấy da mặt mịn với mềm hơn"
[''],[4950000000],5,Qqqqqqqqqqqqqqqqq~qqqq~qqqqqqqqqqqqqqqqqqqqqqqqqqq
[''],[4950000000],5,Giao hàng nhanh dã man. Sp tốt okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
[''],[5500000000],5,"Chất lượng sản phẩm rất tuyệt vời 
Phù hợp với mọi loại ra 
Đóng gói rất đẹp 
Thời gian giao hàng rất nhanh"
[''],[4950000000],5,Giao hàng nhanh chất lượng ok
[''],[4950000000],5,Đóng gói sản phẩm rất tốt giao hàng nhanh chóng . Sp hợp với da mặt nữa dùng rất tốt 
[''],[4950000000],5,Đóng gói kỹ càng thời gian giao hàng rất nhanh chóng . Mua 2 còn được tặng thêm 1 mask nữa 
[''],[4950000000],5,"Giao hàng nhanh ,mình đặt trưa hôm qua mà sáng hôm nay đã nhận được , mua 2 tặng 1 ,sẽ ủng hộ shop lần sau "
[''],[5500000000],5,Hàng về đẹp chưa sử nên chưa biết chất lượng nói chung là ưng lắm 
[''],[5500000000],5,
[''],[5500000000],5,Rất ưng về sản phẩm 👍 dùng rất thích 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰❤️🥰🥰🥰🥰👍
[''],[5500000000],5,
[''],[4950000000],5,"Mặt nạ dùng ok ạ 
Đã mua 1 lần sử dụng thấy hiệu quả nên mua lần 2 "
[''],[5500000000],5,Mùi thơm dễ chịu nơi đặt chủ Nhật hôm nay đã có mua đồ của chị min nói chung khỏi chê vào đâu đc
[''],[4950000000],5,"Mặt nạ xài rất tốt
"
[''],[4950000000],5,Giao hàng nhanh gói hàng cẩn thận hàng xài rất ok nha e lấy hình tạm vậy hi
[''],[5500000000],5,"Hình ảnh và video ko liên quan lắm nhưng chất lượng rất tốt,giao nhanhhhhhhhhhhhhhhh"
[''],[4950000000],5,
[''],[4950000000],5,"Hàng giao rất nhanh đóng gói rất cẩn thận. Đặc biệt c min cực kì để thương và đang yêu nên mk sẽ lại tiếp tục ủng hộ c min tiếp 
"
[''],[4950000000],5,"Sp dùng thích cực 🤩 mua 2 được tặng 1 nè 
Giao hàng nhanh , đóng gói cẩn thận "
[''],[4950000000],5,sản phẩm có mùi thơm còn có màu hòng siu đáng yêu nữaaaa chị Min cũng dễ thương nữa sẽ tiếp tục ủng hộ chị❤️✨
[''],[4950000000],5,
[''],[4950000000],5,"Mua lần 2 r
Shop giao hàg nhanh
Sp dùng ok
Hình ảnh k liên quan chủ yếu lấy xu"
[None],[5500000000],5,"Thời gian giao hàng cực kì nhanh luôn, sản phẩm sử dụng rất thích, cấp ẩm cực kì cho da "
[None],[5500000000],5,Chị chủ tự vấn nhiệt tình hàng đóng gói kĩ giao hàng nhanh rất thích
[None],[5200000000],5,Dghhjnnkkhhjjhhgggghhhhhhhhhhhkmnvukkkeksjciakzncjdnfmfjcndsj
[None],[5200000000],5,"Từ tiktok qua đây để ủng hộ c , giao hàng nhanh , đúng sản phẩm còn đc tặng kèm cọ "
[None],[5000000000],5,Mặt nạ ngủ xinh xẻo nhưng đắp lên thấy cứ nhớp nhớp không thẩm thấu vô da để 1 lát mới đỡ.
[None],[5500000000],5,"Giao hàng nhanh, đầy đủ
Mua 2 được tặng 1 nữa nên khá rẻ
Mới sử dụng nên ch biết thế nào"
[''],[4950000000],5,Giao hàng nhanh mua 2 đc tặng 1 về chất lượng chưa sài nên chưa bk
[None],[5500000000],5,"Giao hàng nhanh ghê ý, mua 2 sakura đc tặng 1 matcha siu iu, chưa dùng thử nên tớ vẫn chưa biết chất lượng ra sao, nhưng check cod mã vạch thấy hầu như là đánh giá 5 sao hết á"
[None],[5200000000],5,"Chất lượng sản phẩm tuyệt vời 
Mask hoa anh đào phải nói là đỉnh của đỉnh, mới dùng 1 lần thôi mà sáng dậy da mướt mịn vãi hihi 😂"
[None],[5500000000],5,"Giao hàg nhah, đúg mẫu, lần trước mìh đặt 2 matcha nhưg shop giao nhầm sakura mìh dùg thấy thich nên lần này mìh đặt sakura luôn 😅, mua 2 gói vẫn được tặg 1 gói nha mọi người, mìh thấy nhiều shop khác bán rất rẻ chỉ có 15k 1 gói lớn nhưg khôg dám mua, vì tin tưởg chị nên dù có mắc hơn chút cũg k s "
[None],[5500000000],5,"Mùi rất thơm, bỏ vào tủ lạnh đắp lên mặt rất mát còn về hiệu quả thì sử dụng nhiều mới biết đc ❤"
[None],[5500000000],5,"Sản phẩm sử dụng oke lắm ạ , giao hàng nhanh đặt hôm trước hôm sau có hàng liền , sử dụng sáng ngủ dậy thấy da min hẳn còn trị thâm mụn thì mới sử dụng lần 1 nên chưa biết hiệu quả  . hiệu quả lần sau sẽ ủng hộ shop tiếp "
[None],[5500000000],5,"Mặt nạ ngủ rất thơm, dùng siêu thích, mua 2 tặng 1, kẻ mắt rất đẹp, đậm và lâu trôi, BB cream dùng cực xinh luôn. Lần đầu mua sản phẩm của Shop, không hề thất vọng, 5 sao cho Shop. Cảm ơn Shop, Shopee và nhà vận chuyển."
[None],[5500000000],5,"Giao đủ hàng, đóng gói kĩ. Giao hàng hơi lâu, 5 ngày mới có (mặc dù Sài gòn và Đồng Nai khá gần nhau)
Mở gói nhỏ ra có mùi thơm nhẹ, đắp mát, khá mịn da
Về chất lượng thì phải sài 1 thời gian mới biết. Nếu tốt sẽ mua tiếp, ủng hộ chị Min 💕"
[None],[5500000000],5,Giao hàng đúng mẫu shop đóng gói cẩn thận .chất lượng thì chưa xài nên chưa biết thế nào 
[None],[5500000000],5,Chưa dùng nên chưa biết vẫn cho shop 5 sao🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭
[None],[5500000000],5,Siêuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu ưnggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg
[None],[5500000000],5,Đóng gói sản phẩm tốt shop rất nhiệt tình cô chủ shop thì dễ thương
[None],[5300000000],5,mua 2tặg 1 quá xá đã chưa xài nên chưa biết răn................
