variations,price,rating_star,comment
[''],[980000000],5,Giao hàng nhanh chưa dùng nên không biết sp ra sao
[''],[980000000],5,sp tốt lam ạ.mua cả chục lần ui.và chac chan sẽ quay lại rui ạ.giá lại rẻ.tích điểm có quà thích j dau á.mỗi tội shop giao.hang hoi lâu nhung van cho shop 5 sao
[''],[980000000],5,"Đóng gói kỹ càng 
Giao hàng nhanh 
Chưa sd nên chưa biết hiệu quả ra sao 
Ma mình mua bôt khổ thấy giá hơi đắt ."
[''],[980000000],5,"Hàng đẹp xinh xắn , gói hàng mọi thứ đều bảo vệ môi trường . Đc tặng kèm muỗng mút và chun cột tóc cũng ok . Mong SD bột có hiệu quả tốt 😚"
[''],[980000000],5,"Điều ấn tượng ban đầu là khi tháo gói hàng ra mùi thơm nghe dễ chịu vô cùng và đóng gói kĩ càng lắm. Còn chất lượng ra sao thì phải dùng mới đánh giá thêm đc , nchung ấn tượng ban đầu tốt thì sẽ quay lại mua nữa ❤️"
[''],[980000000],5,"Lần đầu mua của shop nên chưa biết như thế nào, nhưng thấy đánh giá của mng bảo okela lắm. Sẽ ủng hộ tiếp khi nào mình đung hết ^^ "
[''],[980000000],5,:))) má xông hơi làm da hồng hào lắm :))) bịch bé mà mỗi lần xài lấy có 2 muỗng thui là nhiều lắm:))
[''],[900000000],5,"Sản phẩm đóng gói oke, mình mới xông thử 1 lần thui còn nhiều lắm"
[''],[980000000],5,"Mới mua lần đầu, chưa dùng thử, bao bì đẹp 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻"
[''],[980000000],5,"Okkkkkkkkkkkkkkk
Okkkkkkkkkkkkkkk
Okkkkkkkkkkkkkkk
Okkkkkkkkkkkkkkk"
[''],[980000000],5,"Shop giao hàng đầy đủ, nhanh chóng. Chưa xông nên chưa biết kết quả ra sao... nhưng mùi thảo mộc rất thơm. "
[''],[980000000],5,"Chuẩn bị hàng hơi lâu, rep tn nhanh, chưa dùng nên chưa biết chất lượng ra sao"
[''],[980000000],5,"cái này là loại xông mặt thảo dược 100g mình đánh giá lấy xu thôi, loại xông mặt mix muối 30g này mình xài rồi mà quên chụp lại :)) giá ổn áp, mùi dễ chịu, giao hàng nhanh ❤️"
[''],[980000000],5,Đã nhận đc hàng. Lúc nào hàng của shop cũng okela cả. Mình chỉ đánh giá lấy xu thôi
[''],[980000000],5,"Sản phẩm rất thơm nha , mùi hương dễ chịu lắm luôn . Sẽ ủng hộ tiếp ạ"
[''],[980000000],5,"Shop dễ thương, giao hàng nhanh, đóng gói rất ổn, có kèm theo thư cảm ơn và tặng 2 dây cột tóc, vừa mở hàng thì mùi thảo dược và tinh dầu rất thơm, mới xông thử cảm giác thư giãn, mn nên mua sản phẩm này rất tốt"
[''],[980000000],5,"Shop ship hàng nhanh lắm luôn, tư vấn nhiệt tình nữa, sản phẩm chất lượng lắm nha"
[''],[980000000],5,Đã sd sp của shop từ rất lâu. Vẫn rất là okela ạ. Mng đừng phân vân khi mua sp nhé 😙
[''],[980000000],5,Hàng giao nhanh cực kỳ đóng góp kĩ sẽ tiếp tục ủng hộ shop lần tới
[''],[980000000],4,Ship nhanh nhưng mà minhd lại không thích mùi hoa lá này cho lắm kiểu ngái ngái chua chua 
[''],[900000000],5,"Đóng gói chắc chắn, giao hàng nhanh. Xông mặt xong rất thoải mái"
[''],[980000000],5,"Giao đủ hàng, mới mở gói ra là nghe mùi thơm nhè nhẹ dễ chịu,shop chu đáo goi hàng khá đẹp"
[''],[980000000],5,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
[''],[980000000],5,Cm BBC cuvuvuctx lbcrcubibyvtvyvvuvtrxtxezrbinyvtbunni
[''],[900000000],5,Dùng rất thíchhhhhhhhhhh❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
[''],[980000000],5,Được Vhxiwj3bevye8fivj m msmwo9e9rgbibi 9 icoobbfssvvfdssssdfgvvvdee
[''],[900000000],5,Diiexnnxnxmxkxkxnxhjdhxhdjjsssjnnxkdkdksdhhxhxnnxjx
[''],[980000000],5,Xông mặt relax lắm nha cảm giác mặt như đc detox thải hết nhờn ra ngoài vậy á
[''],[980000000],5,"Shop gói hàng cẩn thận mn đều bé hơn mình nghĩ xông mặt chưa dùng nên chưa biết còn kem dưỡng khá thơm,cấp ẩm oke"
[''],[980000000],5,sản phẩm tuyệt vời
[''],[980000000],5,Sản phẩm tốt. Giao hàng nhanh. Tặng kèm quà. Kèm tờ giấy cảm ơn
[''],[980000000],5,Sản phẩm khá nhiều. Dùng thích. Nhìn nó bé mà nhiều đã man. Nếu đắp mặt thì ít thôi nha Mn. Lần đầu mk đổ nhiều quá
[''],[980000000],5,"mua đồ bên shop lần thứ n rùi , trên cả tuyệt vời kdvjwkaockdkwkwiicidjsiwow"
[''],[980000000],5,Đóng gói chắc chắn gói xông vừa mình lần đầu mua ở shop 1 loại nhỏ 1 loại 100gr.So vs việc mua đồ về tự xông mất thời gian thì mua những gói nguyên liệu xông sẵn như vậy sẽ tiện hơn rất nhiều.Nếu xông hợp sẽ ủng hộ shop dài😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚🤑🤗🤗🤗🤗🤗🤗🤗🤑
[''],[980000000],5,hê hê lười chụp quá nhưng đó giờ xài đồ của es hoài rất nà oki lun
[''],[980000000],5,"[QC] Nhận 10.000đ vào TKC và 15 phút gọi nội mạng miễn phí mỗi ngày khi soạn V1 gửi 9079 để tham gia CTKM dv Anews. Duy trì 48h để nhận tiền. Cước 4.000đ/ngày. L/H 9090. Từ chối QC, soạn TC VOICE gửi 9241"
[''],[980000000],5,"Shop gói hàng cẩn thận , thơm mùi thảo dược nhưng muối khá nhỏ so vs tưởng tượng hơi thất vọng 😐"
[''],[980000000],5,Sản phẩm đúng với mô tả. Đóng gói chắn chắn
[''],[980000000],5,Xông mặt rẻ giao hàng nhanh mùi thơm lắm xông lâu trị đc mụn ẩnn
[''],[980000000],5,Nhận đúng và đủ hàng. Giá rẻ xịn sài xong phê lắm luôn❤️. 10 đỉm
