variations,price,rating_star,comment
[''],[36400000000],5,"Em đã nhận được hàng. Đóng gói cẩn thận và rất bắt mắt ạ. Về giá sản phẩm, vì em săn được sale nên mua 2 sp chỉ 347k, chứ bt thì giá cũng khá là cao, về chất lượng thì đây là lần đầu e trải nghiệm sp của Cocoon, hi vọng sẽ có hiệu quả và e sẽ review trong những lần dùng kế tiếp. "
[''],[37500000000],5,"Hàng đóng gói xinh, vỏ hộp bằng giấy đẹp. Mua thạch dưỡng ẩm được tăng bơ dưỡng thể to vật vã. Chất lượng sản phẩm thì tốt. 👍"
[''],[36400000000],5,Bao bì xinh. Đóng gói cẩn thận. Hạn sử dụng dài. Dùng lần đầu nên chưa biết hiệu quả ra sao. Nếu tốt sẽ mua lại lần sau.
[''],[37500000000],4,"Cbi hàng lâu, đóng gói chắc chắn, hộp giấy bên ngoài trông hơi quê, hũ bên trong thì ok hơn, cầm nặng tay, chưa dùng nên chưa biết chất lượng"
[''],[37500000000],5,Đóng gói đẹp nhưng không có bọc chống sốc 😁😁😁😁😁 Chưa dùng nên chưa bít hiệu quả 👍🏼👍🏼💯👍🏼💯👍🏼💯👍🏼💯👍🏼💯👍🏼💯💥💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💕💯💕💯💯
[''],[31875000000],5,"Hàng tốt, chuẩn luôn,quá rẻ cho chất lượng nha mn,nên mua,giao hàng rất nhanh,chưa đến 1 ngày đã nhận đc rồi đó ạ.ủng hộ"
[''],[30000000000],5,"Chưa đầy 24 tiếng là có hàng luôn ròi nè. Ok quá nha shop. 
Chất thạch rất ok, thoa là thấm ngay, thơm mùi hoa hồng thiên nhiên lắm nè. "
[''],[37500000000],5,chua dùng thử nên kb tốt không nma đóng gói cẩn thận hàg về đúng ngày packing sịn🥰🥰🙃
[''],[33700000000],5,"Hộp thuỷ tinh rất đẹp, là chất thạch nên rất đặc, mùa đông xài ok còn mùa hè thì nên xài mỏng lại một chút. Sáng dùng thì nên dùng phấn phủ lại, xài cả ngày cũng ko thấy bị bết dính hay ra dầu. 
"
[''],[33700000000],5,"Thạch dưỡng ẩm tốt, mùi dễ chịu, săn sale giá ok mỗi tội quên chọn quà, shop giao hàng lâu"
[''],[37500000000],5,"Hũ to chất kem có vẻ đặc hơn so với hũ nhỏ, thời gian thấm vô da cũng lâu hơn"
[''],[36400000000],5,"oke lắm ạ
dùng ẩm, mềm da, k tốn nhiều đâu mn nhaaa
thích ghê
thơm thơm nữa"
[''],[33700000000],5,"Mua sale hôm 5.5 còn đc tặng cả bơ dưỡng thể, tính ra 2 món quá hời luôn"
[''],[37500000000],5,"Giao hàng nhanh, đóng gói đẹp. Chhuwa dùng thử nên chưa biết chất lượng"
[''],[36400000000],5,"Chưa dùng nên chưa biết chất lượng thế nào, đóng gói đẹp, eco friendly"
[''],[37500000000],5,"Kem dưỡng dạng gel không bị bết dính, hộp to hơn dùng rất thích"
[''],[36400000000],5,Uvjvjxgzfdubk zdshglbjxyfohjsrqyglhhzgglbhzgvkbjzffkgtatgljhzgvlvgzkmlxfvofeajnt
[''],[31875000000],5,"Dưỡng ẩm tốt và thấm rất nhanh
Hàng Việt Nam chất lượng cao👍👍👍"
[''],[31875000000],5,"Đóng gói xinh lắm ạ! 

Hình ảnh và video mang tính chất lấy 200 xu
"
