variations,price,rating_star,comment
[''],[9800000000],5,811033352745811033244463811033352745811033352745811033352745811033352745811033244463811033244463811033352745811033352745811033352745811033244463811033244463811033244463811033244463811033244463811033352745811033352745811033352745811033352745811033352745811033352745811033352745811033352745811033352745
[''],[9900000000],5,"Đúng hàng , giao hàng nhanh 
Đã mua ở shop 2 lần,  lần nào cx tốt cả 
Srm nhẹ, tạo bọt rất ít,  rửa xong có chút nhớt nhưng không sao cả
Shop còn gửi thiệp cảm ơn nx
Sẽ còn ủng hộ shop lâu dài :33"
[''],[11000000000],5,"Đóng gói cẩn thận. Có card thank you- dễ thương! chưa sử dụng nên chưa biết thế nào, tuy nhiên có dùng nước hoa hồng của hãng này thấy ok...!mong sẽ hợp! Đánh giá năm sao cho shop."
[''],[9200000000],5,"Đèn này bên em làm từ 100% đồng thau cao cấp ,chống hoen gỉ và nhiệt độ bên ngoài đảm bảo độ bền đẹp cho người dùng ajjdjdjdjxjxjdienxidnxidndi
"
[''],[9900000000],5,Mua ở mall nên yên tâm. Đóng gói chắc chắn. Thiệp cưng xỉu. Mua hôm sale nên được giảm nhiều.
[''],[11900000000],5,Giao hàng nhanh chóng đóng gói cẩn thận. Lần đầu mua hàng bên shop. Check mã ra. Còn về hiệu quả kh  phải dùng lâu mới biết đc.
[''],[10900000000],5,Đây là lần thứ hai của shop rồi vẫn rất là hài lòng ạ. Hàng chính hãng nha mn rửa sạch dịu nhẹ không bị khô da ❤️. Mình có một lưu ý cho bạn nào đang muốn mua srm simple mà sợ hàng fake đó là( hàng thật thì chỉ mở được nắp chứ không vặn được cả nắp ra đâu nhé ) bạn nào muốn biết thêm thì lên Youtube
[''],[11900000000],5,Hàng giống ảnhhh. Nênnn mua nhaaaa cacban. Ảnh mang tc nhận xuuuuuuuuuuu
[''],[10900000000],5,Chất lượng sản phẩm tuyệt vời. Thời gian giao hàng rất nhanh. Đặt hôm nay ngày mai giao liền. Shipper giao hàng nhiệt tình giao tận nhà. Shop phục vụ rất nhiệt rất tốt bụng. Cảm ơn shop. Ủng hộ shop trong tương lai gần nhất.👍🥰🎊
[''],[9500000000],5,"Biết e này qua tik tok nên kb chất lượng như nào,thấy mn dùng ok nên mua thử thôi chứ chưa dùng.giao hàng tầm 5 ngày,vẫn cho shop 5 sao⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️"
[''],[11900000000],5,"Srm thì ở đâu bán thì công dụng chả giống nhau vì srm hãng mình xài thì mình ưng quan trọng là bán uy tín ko thôi . Mà ở shop có đầu tư thêm card cảm ơn khách hàng ,  xinh xắn cực 😊🙆"
[''],[11900000000],5,"Mk khá thích dòng này, rửa mặt xong đã rất mềm, ko bị sạch kin kít mà nhẹ nhàng thôi, phù hợp đã dầu vs nhạy cảm đó ạ"
[''],[10900000000],5,Giao hàng nhanh. Giao đúng hàng đã chọn. Đóng gói cẩn thận. Có dán băng keo vào nắp chống đổ ra ngoài. Tks shop.
[''],[11000000000],5,"Giao hàng nhanh, đóng gói sản phẩm kỹ lưỡng, sản phẩm tốt, dùng hết sẽ ủng hộ tiếp."
[''],[9900000000],5,"Mua cho nhỏ em dùng hi vọng là hiệu quả và sảm phẩm chất lượng , shop đóng gói và giao hàng nhanh"
[''],[11900000000],5,"Sản phẩm chất lượng tuyệt vời 
đóng gói chắc chắn
giao hâng nhânh
shop dễ thương nhiệt tìn"
[''],[9900000000],5,"Giao hành ok, đóng gói chắn chắn, cẩn thận lắm, mua lần này lần 2 nên thấy râtd yên tâm ."
[''],[11900000000],5,"Shop đóng gói hàng cẩn thận, bọc chống sốc, dán băng keo nắp chống tràn"
[''],[10900000000],5,"Shop giao hàng nhanh, đóng gói cẩn thận. Chúc shop buôn may bán đắt..."
[''],[11900000000],5,"Quá xịn luôn í, mua được quá trời quà tặng, sẽ ủng hộ Shop tiếp lần sau.o"
[''],[11900000000],5,"Đóng gói kỹ, chắc chắn, giao hàng ko nhanh lắm, chưa dùng thử nên ko biết skcndkskvdnskzncndlskcmfjs"
[''],[12900000000],5,"Khá là nặng tay, sữa rửa mặt này xài là êm nhất trong tất cả các loại SRM rồi. Chị em nên sử dụng nha, an toàn lắm "
[''],[11900000000],5,"Mình xài loại này k biết bao nhiêu bình rồi nhưng đây hnhư là lần đầu tiên mua ở shop này, giao hành khá nhanh, đúng kiểu mình đang cần, shop gói hành củng ok, sp k bị chảy hay móp méo gì cả."
[''],[9900000000],5,Sữa rửa mặt mình chưa dùng lâu nên chưa biết như nào nhưng thấy rửa okela phết nha mng 👍🏻
[''],[10900000000],5,lần đầu sử dụng bên shop thử nên chưa biết như nàoo ok sẽ mua lại
[''],[8900000000],5,"Check ra hàng Auth , mà mình dùng ko thích lắm mình da mụn nên xài này thấy nó căng da kinh luôn á, mấy bạn da thường thì xài chắc ko sau, ko khuyến khích xài lâu dài đâu nó cũng bào da lắm á"
[''],[9900000000],5,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm cẩn thận và chắc chắn, giao hàng khá nhanh, rất đáng tiền."
[''],[11000000000],5,Hình ảnh chỉ mang tính chất nhận xu nhưng chất lượng sản phẩm tuyệt vời nha mọi người 
[''],[11900000000],5,"đóng gói sản phẩm chắc chắn . giao hành nhanh, chất  lượng phù hợp giá "
[''],[9200000000],5,"Dùng cung okla lắm nha cacban
Lần sau sẽ ủng hộ shop......... "
[''],[9900000000],5,Chưa sài nên không biết như thế nào. Sau khi sài mình sẽ đánh giá thêm. Bth da mặt rất dễ bị ngứa khi sài srm. Hy vọng sài sp này oke
[''],[9900000000],5,Hội đồng bầu cử quốc gia đề nghị cử tri cả nước đi bầu cử đại biểu QH và HĐND các cấp vào ngày 23/5/2021!
[''],[11900000000],5,Thấy rv dịu nhẹ nên mua dùng thử mong là hợp với da mặt của tui nha
[''],[9900000000],5,Đóng gói chắc chắn giao nhanh chưa sử dụng nên chưa biết chất lượng 
[''],[10900000000],5,"Chưa sài nên không biết sản phẩm tốt không
Shipper nhiệt tình
Hàng giao tốt, không bị móp méo"
[''],[11900000000],5,Cầm chắc tay. Tuýp to đùm. Chưa dùng nên ko biết chất lượng ra sao. Mong phù hợp với mình. 
[''],[11900000000],5,"giao hàng nhanhh ,  mua nhiều lần ở đây rồi vì shoppee mall nên yên tâm , chưa sài chưa biết sp ra sao sài  xong đánh giá sau ạ"
[''],[9500000000],5,"Giao hàng lâu , sữa rửa mặt k thơm lắm nhưng dùng tạm ổn......."
[''],[11900000000],5,"Đã nhận được hàng
Giao hàng nhanh
Hàng check mã vạch đc nên cũng yên tâm hơn phần nào
"
[''],[9900000000],5,"Giao hàng nhanh, áp mã giảm giá nên mua được giá rẻ, chưa sử dụng nhưng mong đây không phải hàng pha_ke"
[''],[10900000000],5,Fffffffffffffffffffffffggggvvvvvbbbbbbbbbbbbbbbbbbbbbbb
[''],[11900000000],5,Sfia okkkkkkk ko có ảnh chụp lạo hihiiiiiiiiiiiiiiiiiiikkkjiiiiiiiii
[''],[11900000000],5,Giao hàng nhanh. Đóng gói kỹ. Srm phù hợp da dầu mụn . Giá thàng phù hợp
[''],[11900000000],5,Giao hàng nhanh gói hàng cẩn thận sản phẩm tốt mình đã mua nhiều lần
[''],[11000000000],5,"Ổn ạa
Nên mua nha m.n 
Ảnh và vd không liên quan xiusssssssssss"
[''],[11900000000],5,"Srm dạng gel, tạo bọt không quá nhìu, da mềm sau khi sử dụng, giá phải chăng"
[''],[9900000000],5,Giao hàng siêu nhanh! Đóng gói đẹp và chắc chắn! Hi vọng chất lượng tốt!
[''],[11900000000],5,"Gói hàng cẩn thận, giao nhanh. Chưa dùng k biết như nào mong là sài ổn ạ. Okkkkkkkkkkkkkkkkkkkl hhhhhhhhh"
[''],[11900000000],5,"Srm xài nhẹ dịu, đóng gói cẩn thậnnnnnnnnnnnnnnnnnnnnnnnn"
[''],[11900000000],5,"Sản phẩm giao nhanh, đúng hàng, đóng gói cẩn thận, lần đầu mua của shop rất hài lòng sẽ ủng hộ lâu dài "
[''],[11900000000],5,Sản phẩm không có tem tiếng việt kèm theo nên khi sử dụng hk cảm thấy an tâm lắm
[''],[10900000000],5,"Bọc hàng cẩn thận , mua mall nên yên tâm hàng thật, mua lần thứ 2 rồi á"
[''],[10900000000],5,Đã nhận được hàng k bit chất lượng k chính hãng k nhưng thấy shop đóng gói rất thích
[''],[9800000000],5,okiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
[''],[9900000000],5,Giao đúng hàng. Đóng gói cẩn thận. Shopee mall nên mình rất yên tâm. Để dùng thử coi sao.
[''],[9500000000],5,"Hình ảnh chỉ mang tính chất nhận xu
Nói chung là sản phẩm đẹp tốt
Còn chất lượng thì phải dùng mới bt
"
[''],[11900000000],5,Gói hàng cẩn thận.. Chuẩn bị hàng nhanh. Nói chung là ok... Chưa dùng nên chưa biết
[''],[11900000000],5,"Shop gói hàng cẩn thận lắm. Sản phẩm đầy đủ, rất ok. Sẽ tiếp tục ủng hộ"
[''],[9900000000],5,Giao hàng nhanhhhhhh gói hàng đẹp chắc chắn nhaaaaaaaaaaaa
[''],[11000000000],5,"DƯƠNG MỊCH TRẺ TRUNG VỚI TẠO BÌNH DÂN QUỐC TRONG “TRỐN THOÁT KHỎI MẬT THẤT” 🔥

Có ai thấy Dương Mịch càng ngày càng trẻ đẹp ra không 🤭"
[''],[9900000000],5,"Giao hàng nhanh, mới có 3 ngày đã nhận được hàng. Sipper thân thiện, giao tận nhà. Mua trên gian hàng chính hãng, nên khá tin tưởng"
[''],[9900000000],5,"Kk Vận chuyển nhanh, gói hàng chắc chắn sẽ ủng họi lần tới 😆😆😆😆😆😆"
[''],[10900000000],5,Đóng gói kỉ. Giao hàng rất nhanh. mình rất hài lòng 😍😍😍😍😍😍😍😍😍
[''],[11900000000],5,Shop dễ thương chưa sử dụng nên chưa biết chất lượng.   .......
[''],[11900000000],5,Sản phẩm đóng gói kĩ càng giao hàng nhanh chưa sử dụng nên chưa biết chát lượng thế nào
[''],[9500000000],5,"Giao hàng nhanhhhhhhhhhh
Đóng gói okeeeeeeeeeeeeeeeeeee"
[''],[9500000000],5,Srm dùng phê mà lấy ít thôi nha mọi người mình lỡ lấy nhiều quá nên lúc rửa hơi nhớt và khá lâu :(( hdbsjsjsjsnbdndccbfhxhdhdh
[''],[9900000000],5,"Sản phẩm giao nhanh 
Đóng gói đẹp 
Chưa Sài nên chưa biết chất lượng 
💓💓💓💓💓"
[''],[9900000000],5,"Ship nhanh 2 ngày có, sp sử dụng ổn  giảm mụn đầu đen.........."
[''],[11000000000],5,Giao hàng nhanh đóng gói chắc chắn.......................
[''],[11900000000],5,Lúc đầu cứ nghĩ nó không bự nhưng ở ngoài cũng bự lắm . Hình ảnh mang tính chất nhận xu:((
[''],[9200000000],5,Lần đầu tiên xài simple á. Rửa có mùi như nha đam k thích cho lắm mà rửa ra thì mát da mặt. Hàng auth hay fake cũng k rõ nữa
[''],[9900000000],5,"Tạm ổn
Nhưng rửa mặt ko cảm nhận đc gì hết
Sáng da lắm"
[''],[9500000000],5,Chưa dùng chưa biết chất lượng sp như thế nào nhưng mà shop giao nhanh 
[''],[9800000000],5,"Hàng được đóng gói cẩn thận. Sữa rửa mặt dùng cực thích, dịu nhẹ."
[''],[9900000000],5,...................................................
[''],[11900000000],5,"Ảnh mang tính chất nhận xu, sản phẩm ok, tue vẫn nhiệt tình, sẽ ủng hộ nữa!!!"
[''],[9900000000],5,Tốtttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt
[''],[10900000000],5,".........shop đóng hàng cẩn thận........
👏👏👏👏👏👏👏👏👏👏👏👏👏👏"
[''],[11900000000],5,"Hàng chính hãng nha mọi người ơi, nên mua thử để kiểm tra nhé! iu"
[''],[9200000000],5,Đóng gói oke giao hàng nhanh oke mọi thứ ok cho shop 5 saooooo o
[''],[9500000000],5,"Shop đóng gói không chắc chắn lắm, sản phẩm vẫn ok, mua nhìu lần nên rất yên tâm."
[''],[11000000000],5,Ok
[''],[9200000000],5,Dùng rất thích shshhebdjdjsbsbskas shshbsnzksbsvshsbsbsue djsbsbakaowhhebsbsjsbsudh
[''],[11900000000],5,"Shop gói hàng kĩ... giao đủ hàng .... anh shipper thân thiện nhiệt tình... 
Mà shop gói kĩ quá mở hàng ra mỏi tay ghê á... lần sau sẽ quay lại tiếp ạ... yêu shop 
Cho shop 5 sao"
[''],[11900000000],5,ghjdjdjdjnfnfo
[''],[11900000000],5,"Chất lượng sản phẩm tốt, shop giao hàng nhanh, đóng gói cẩn thận"
[''],[9900000000],5,.... 
[''],[9900000000],5,"Hihi
"
[''],[11900000000],5,Sản phẩm ok lhshhdgugcudsibbgđhjdacvbhgdcgg
[''],[9500000000],5,"Đóng gói sản phẩm rất đẹp và chắc chắn, shop phục vụ rất tốt,.."
[''],[9500000000],5,Xài thíchh lắmm mng oiii giao hàng siêuuuuu nhanhhh luônn í recoment mng nên mua nhoooooooo:333333333³333333
[''],[9500000000],5,Mua hơi khó chịu nhưng được cái đóng gói cẩn thận và đẹp ạaaaaaaa
[''],[9200000000],5,"Shop chuẩn bị hàng nhanh, sản phẩm chính hãng luôn  gói hàng thì cẩn thận, sẽ ủng hộ shop nữa."
[''],[9500000000],5,
[''],[9500000000],5,"Đóng gói cẩn thận, giá cả hợp lýyyyyyyyyyyyyyyyyyyyyyyyyy"
[''],[9500000000],5,"Hàng đóng gói chắc chắn từng chai một, chưa sử dụng nên k biết tác dụng ra sao, nhưng nghe review là rất tốt, mong sẽ đc như vậy"
[''],[9200000000],5,Hàng tốt bọc ổn shopee mall nên chắc mọi người cũng hiểu chất lượng 
[''],[9200000000],5,"Đóng gói chắc chắn
Giao hàng nhanh
Hàng mall nên rất yên tâm 👍👍👍👍👍"
[''],[9500000000],5,Sản phẩm tốt chất lượng giá rẻ..........................
[''],[9500000000],5,
[''],[9200000000],4,"Giao hàng lâu 
shipper không thân thiện 
Mua dùm bạn nên không biết chất lượng như thế nào "
[''],[9200000000],5,"Hàng giao khá nhanh, mua ở mall nên có thể yên tâm về khá chắc chắn về chất lượng"
[''],[9500000000],5,"Mua shopee mall nên rất yên tâm 
Đóng gói sản phẩm chắc chắn
Giao hàng nhanh"
[''],[9200000000],5,Chưa sd nên chưa biết đc hiệu quả.snsnxnxnxbnxjxnxbxbxbxnxnxnkxkxbxbdbdbdbdb
[''],[9200000000],5,"Shop gói hàng khá kĩ
Còn có thêm thiệp cảm ơn nữa
Khá là okeee!!!"
