variations,price,rating_star,comment
[''],[23500000000],5,Hinh anh mang tinh chat nhan xu. Sp rat tot. Sẽ mua lại lan sau.@@@@@4₫;8/!@(₫:!;9:’fbuejwksncuruejsksjfjfjsjdjfnfjfjfn
[''],[23500000000],5,Ffghjjhvfssvjfgdgdgchvvjvhcgdgxvjvkbgdgdtfhufhxhxhch
[''],[23500000000],4,Do đặt hàng ngay lễ nên shop giao hơi lâu.. nhưng shop tl nhanh..giao đủ hàng.. shop gói hàng hơi tiết kiệm nhỉ chỉ gói bọc lại ak..hên hàng không bị đè bể.. lần đầu gặp shiper khó chịu tính toán nên không vui khi nhận hàng..sp dùng không kích ứng 
[''],[23500000000],5,"shop gói hàng kĩ lắm! k móp hộp hay bị gì hết, giao hàng nhanh! serum Vtm C m.n dùng ms đầu cảm giác nóng nên dùng kèm vs kem ẩm để đỡ kích ứng da."
[''],[23500000000],5,"M hay order sp của Klairs ở shop này, có tem mác tiếng Việt rõ ràng, date xa"
[''],[23500000000],5,"Sịn lắm ah 
"
[''],[23500000000],5,"Hàng chuẩn auth, ship nhanh, giá rẻ, chất lượng tốt, giao đúng hàng. Sẽ ủng hộ tiếp"
[''],[23500000000],5,Mới dùng được mấy ngày nên chưa biết hiẹu quả như thế nào. Nhưng giá thành ổn. 
[''],[23500000000],5,"Đóng gói chắc chắn, giao hàng nhanh, son đẹp 🤩, lại dc tặng cột tóc, sẽ ủng hộ Cỏ "
[''],[23500000000],5,Không biết sao chưa sài bao giờ thất rì viu tốt thì mình mua sài thử thôi 
[''],[23500000000],4,"Shop gói túi xốp bình thường, chưa xài nên đánh giá sau!!!!!"
[''],[23500000000],5,Sp tốt. Đáng muaaaaassaaasssssssssssaaaaaaaaaaaaaaaaaa
[''],[23500000000],5,"hàng chất lượng nha , mình đã mua nhiều lần rồi , giá ok lắm ;))))"
[''],[23500000000],5,Gói hàng cẩn thận. Mới đặt lần đầu chưa biết dùng có ok không.. 
[''],[23500000000],5,"Hàng giao nhanh, đóng gói kĩ càng, hàng chính hãng mà còn dc giá sỉ khi mua lẻ thì quá toẹt vời🥰🥰"
[''],[23500000000],5,Đã mua khá nhiều sản phẩm ở shop và khá tin tưởng chất lượng bên shop
[''],[23500000000],5,Lần đầu tiên sử dụng sp này. Shop đóng gói kĩ k lo đổ ra ngoai. Date xa 
[''],[23500000000],5,"đồ shop chất lượng tốt mua nhiều lần rồi, tư vấn ok, cbi hàng và giao hàng khá nhanh gói cẩn thận"
[''],[22900000000],5,"minh sai được cả tuần rồi thấy khá ổn có hơi nắng lúc đầu nhưg kh dị ứng dì cả,mình là da dầu í"
[''],[23500000000],5,Đónggggg góiiiii sảnnnn phẩmmmmmm chắccccccc chắnnnnnnn
[''],[23500000000],5,Giao hàng chậm ekelwjskwllehejekelwkelendbdkdkmdnfmflddf
[''],[23500000000],5,Shop đóng gói hàng cẩn thận. Giao hàng thời gian tầm 2-3 ngày. Được tặng kèm 1 cái cột tóc hình bơ cute.
[''],[23500000000],5,"Đóng gói sản phẩm rất chắc chắn
Thời gian giao hàng nhanh
Shop phục vụ rất tốt, rất thích mua sản phẩm ở shop rất an tâm"
[''],[23500000000],5,"VitC Klairs thì khỏi bàn ròiii 🎉🎉🎉🎉
Mn nên dùng thử nhaaaa 🤩🤩🤩🤩"
[''],[23300000000],5,Shop chuẩn bị hàng đầy đủ bao đóng gói cẩn thận đúng mẫu mã  ko thíu ko sai giao nhanh cảm ơn shop.
[''],[23300000000],5,"Shop giao đủ, hàng chất lượng ạ, giao hàng siêu nhanh luôn... "
[''],[23900000000],5,Đóng gói sản phẩm ok❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😶❤️❤️❤️❤️❤️❤️😶😶❤️❤️❤️❤️❤️❤️❤️❤️❤️
[''],[23500000000],5,"Chính hãng, sản phẩm tốt, giáo hàng nhanh, vote 5 sao nha hihihi"
[''],[23500000000],5,Lần đầu dùng đúng đỉnh lun ấy da mình có mụn thâm dùng đc hơn 1 tuần thấy bó đỡ hơn ấy
[''],[23500000000],5,Shop bán đồ chính hãng giá cả phải chăng hơn các Shop khác đóng gói kĩ càng sẽ ủng hộ tiếp
[''],[23300000000],5,"mình dùg ms đầu bôi hơi nóg và bị đỏ mặt,ko biết có sao ko.?????"
[''],[23500000000],5,Chưa dùng nên k biết chất lượng sao. Hy vọng là sp phù hợp với mình
[''],[23300000000],5,Do cũng mua ở đây vài lần nên tin tưởng hy vọng sản phẩm xài tốt.
[''],[23500000000],5,Dùng sẽ đánh giá lại sauuu<jjjjjjjnxbsjbdk xvahz nxic ksgsbskkx cbxjkssnnd
