variations,price,rating_star,comment
"['# VITA', '# TEA TREE']","[1700000000, 1700000000]",5,cả hai đắp đều rất thích  nhg có lẽ đợt này dùng teatree thấy ưng hơn ạ 👍🏻👍🏻 mask dùng mát và thấm cũng khá nhanh hehe
"['# COLLAGEN', '# VITA']","[1700000000, 1700000000]",5,Dy jejejrb fjgjiwjq gjifiwbw  fjrjtiwj gjriwiqj dbfjskajdn  fjdksjwf fjfirkoekw gjdokajsjf
['# VITA'],[1700000000],5,Mua nhưng chưa dùngggggggggggggggggggggggggggggggggggg
['# COLLAGEN'],[1700000000],5,"Hàng gói đẹp săn sale nên giá siêu hời, mặt nạ giao đúng mẫu mình mua linh tinh nhưng vẫn đủ đồ. Lần sau ủng hộ tiếp"
['# PLACENTA'],[1700000000],5,Dùng mặt nạ than núi lửa thấy hơi bột hạt không biết thế nào dùng cũng được 
['# N.M.F'],[2400000000],5,"Đắp r nhưng quên chưa chụp lại hình , cấp ẩm tốt vchhh lun mùi cx thơmm ncl tốttt"
['# PDF AC-DRESSING'],[2300000000],5,Mặt nạ siêu ổn siên ngon!! Cấp ẩm siêu đỉnh😎😎mịn và mượt da lắm nga♥️
['# E.G.T'],[2300000000],5,"Mua 5 c khác nhau về đắp ko bít có ra gì không nữa :)))) mua được deal cũng rẻ
Sau khi đắp mask vàng, mặt m với loại này hơi bị bí , dưỡng k thấm hết cứ dính dính bít lcl k thích lắm, bnbg ok hơn"
['# TEA TREE'],[1600000000],5,"H/a mag tính chất nhận xu...đủ số lượng sp, hàng chính hãng, dùng sẽ fb lại"
['# TEA TREE'],[1600000000],5,Mình mua cho em mình nên hong biết sản phẩm có công dụng thế nào hehe 
['# COLLAGEN'],[1400000000],5,"Chất lượng tốt, môi khô bong tróc mà bôi vài hôm là mịn luôn. Nên dùng quanh năm"
"['# COLLAGEN', '# TEA TREE']","[1400000000, 1400000000]",5,"Giao hàng đủ số lượng, giao hàng nhanh. Bông tẩy trang khá mỏng. Mask chưa dùng nên ko bik chất lượng thế nào."
['# PLACENTA'],[200000000],5,"sale 2k. Mua hàng trên Shopee luôn là 1 trải nghiệm ấn tượng. 
Shop mình chuyên về BỘT THÔNG CỐNG & MEN VI SINH XỬ LÝ HẦM CẦU, BỂ PHỐT. (giá rẻ trực tiếp từ công ty, không qua trung gian).
Các bạn có nhu cầu, ghé shop ủng hộ mình nhé! Cảm ơn các bạn đã đọc."
['# TEA TREE'],[1400000000],5,"❌❌❌Hôm trước đi Mường Xén bắt thêm vợ về cho e đỡ vất vả mà vẫn thấy chưa con em nào làm được việc hơn vợ  (e đây) nên hôm nay chồng e hạ quyết tâm đi kiếm cho được. (Vì thương vợ  quá) ha ha .Sáng mai đi.Tiện thể lấy bánh gai.ai ăn thì đặt luôn nha🤣.tránh trường hợp hết như hôm trước nhá🤣🤣
4K/1c"
"['# COLLAGEN', '# TEA TREE']","[1400000000, 1400000000]",4,Giao hàng nhanh .đống gói chắc chắn.có điều mình nhìn muốn lòi mắt k biết hạn sửa dụng ở đâu luôn hic 😢😢😢😢😢😢😢 hi vọng là hàng auth.chưa sử dụng nên đánh giá sau.
['# VITA'],[200000000],5,chất lượng sản phẩm tuyệt vời. thời gian giao hàng rất nhanh. 
['# TEA TREE'],[1400000000],5,"Giao hàng khá nhanh, shop soạn hàng đầy đủ. Chất lượng cần dùng rồi mới review được"
"['# COLLAGEN', '# TEA TREE', '# PLACENTA']","[1400000000, 1400000000, 1400000000]",5,"Người dân thực hiện nghiêm thông điệp 5K của Bộ Y tế, đặc biệt chú trọng việc đeo khẩu trang tại nơi công cộng và thường xuyên khử khuẩn tay; c"
"['# TEA TREE', '# PLACENTA']","[1600000000, 1600000000]",5,"Hàng gói chắc chắn, an toàn. Ship nhanh. Đủ số lượng hàng muaaa"
['# COLLAGEN'],[1400000000],5,Fiexvjtegyyefh tyurdhhtsghu rewerttytrsfgyreferryydd. Dfgsvhjiu
['# TEA TREE'],[200000000],5,"[QC] Danh rieng cho Khach hang nhan duoc tin nhan: Mua dien thoai Samsung A01 Core chi voi 1.990.000d (giam ngay 300.000d). Khach hang vui long mang theo tin nhan den cua hang Viettel tren toan quoc de nhan uu dai. Chi tiet LH 198 (0d) hoac truy cap https://viettel.vn/a01-core. Tu choi QC, soan TC3 "
['# TEA TREE'],[1400000000],5,"Lần đầu mua của shop ạ. Chưa mở ra dùng, cũng chưa check gì hihi. Mong là tốt. Mua có 1 cí cùng những đồ khác cho đủ giá để dùng mã hihi"
['# TEA TREE'],[1400000000],5,Chưa bóc hộp ra luôn mong là hàng xịn ạaaa. Ship siêu nhanhhhhh
['# N.M.F'],[200000000],5,Pass áo new nguyên tem size S 200k. Mình ở Hà Nội............
