variations,price,rating_star,comment
['222 Miếng'],[2700000000],4,"Bông lần này ko thích như những lần trước, nhưng giá cả hợp lí tặng shop 4 sao"
['222 Miếng'],[2900000000],5,"Sản phẩm vẫn okiela như lần đầu đặt vậy ạ, shipper siêu dễ thưn, nhiệt tình ạ"
['222 Miếng'],[2900000000],5,"Shop đóng gói rất kỹ nha, và cũng có hàng rất nhanh nữa, nhìn chung thì về ngoại hình khá oke ạ, chất liệu cũng khá mịn, lau sạch á :)))) ưng ạ ❤
Video chỉ mang tính chất kiếm xu 👍"
['222 Miếng'],[2700000000],5,Chất lượng ok giao nhanh đóng gói tốt hàng hoá nói chung là ổn xịn
['222 Miếng'],[2700000000],5,Đóng gói tạm được.....chất lượng ổn.....giao hàng nhanh...
['222 Miếng'],[2900000000],5,Sản phẩm tốt giao hàng râdt nhanh ưng ý luôn hehehehehehehehe
['222 Miếng'],[2200000000],5,"Bông vẫn dùng sướng như ngày nào
Chỉ là nếu dùng khi mặt đang ướt bông nó bung luôn nhưng không ảnh hưởng gì "
['222 Miếng'],[2900000000],5,"Sp hơi cứng so với bông trước đây mình mua cảm giác hơi đau da , ncl cũng tạm đc "
['222 Miếng'],[1800000000],5,"Ưng dã mannnnnnn

Em chào anh/chị ạ, em là quản lý tại CHINA TOWN LOUNGE, em thấy anh/chị đang quan tâm đến quán em, nếu rảnh mời anh/chị ghé qua chơi, rất nhiều combo giá hấp dẫn, và trước khi qua anh/chị có thể gọi trước cho em số đt: TÍT - 0339300988, em sẽ để bàn đẹp cho anh/chị và có km riêng"
['222 Miếng'],[2200000000],5,E quên đi làm việc với ạ hic c có lấy k c ạ e cảm giúp đỡ phải mua ngay để có được không mình e
['222 Miếng'],[3500000000],5,"E mượn hình ảnh và video của shop ạ. Shop bán hàng có tâm, chất lượng tốt ạ❤️"
['222 Miếng'],[2200000000],5,"Sản phẩm chất lượng , giao hàng nhanh , đóng gói kĩ càng , lần sau sẽ ủng hộ shop tiếp . Mn nên mua nha uy tín lắm nè ... Hình ảnh mang tính châts nhận xu thôi nha mn ❤️❤️"
['222 Miếng'],[2200000000],5,"Chất bông dùng khá ổn, đóng gói kĩ càng, chắc chắn. Một gói rất nhiều nên rất kinh tế"
