variations,price,rating_star,comment
"[' 50 mask cao cấp,Miếng', 'Combo 50 miếng,Miếng']","[12800000000, 13400000000]",3,"Rõ ràng là mua combo 50c cao cấp và combo 50c thường với 2 mốc giá khác nhau, cũng cẩn thận note shop đóng gói chia rẽ để thử sử dụng, đánh giá cân nhắc lần sau mua tiếp mà shop trộn 2 combo vào nhau như mớ bòng bong vậy 🙄 100 cái mà đc tầm 10 loại chứ ko nhiều mã như hình post để trải nghiệm"
"[' 50 mask cao cấp,Miếng']",[12800000000],5,"Thời gian giao hàng tương đối
Đặt combo 50 gói mà đc tận 10 loại, mỗi loại 5 miếng.
Có các loại khác nhau rất đa dạng
Đóng gói sp cũng cẩn thận, hàng ko bị móp, méo hay xước ở đâu hết
HSD vẫn còn dài"
"[' 50 mask cao cấp,Miếng']",[14300000000],5,"Sẵn tiện mới mua bên shopee như hình 3 lọ trà nhỏ mà được tặng nào là 3 cái túi giấy vài tấm thư tay tặng bạn bè, được tặng cả lọ tinh dầu nữa chứ. Chưa hết, đã v còn có hoa khô cắm bàn học thiệt xinh nữa, dạo này lười chả có đánh giá gì nữa mà cái anh chủ bên shop dt quá nên review lun "
"[' 50 mask cao cấp,Miếng', 'Combo 50 miếng,Miếng']","[14300000000, 13700000000]",5,"Tính ra mua combo 50 rẻ hơn so với mua lẻ từng cái, mình khuyên ai ghiện dùng mask nên mua combo 👍 Shop dễ thương, có tặng kèm thêm 2 gói mặt nạ khi mua 2 combo nữa ❤👍"
"['Combo 20 miếng,Miếng']",[5700000000],5,"Chất lượng sản phẩm rất là đáng tiền 
Shop giao hàng rất nhanh 
Đóng gói sản phẩm rất là đẹp và chắc chắn 
Yêu shop nhiều 
❤️❤️❤️♥️♥️♥️"
"[' 50 mask cao cấp,Miếng']",[14300000000],5,"Giao hàng đủ
Đáng đồng tiền nên mua nha mn
Lần sau sẽ ủng hộ shop ak
Mask đur loại luôn nha 
Giao hàng nhanh"
"['Combo 20 miếng,Miếng']",[5700000000],5,Nhận xu hịihijhionxwe890lmnsq2yuifgkjxsdio nhận xu hiubgdt9jj995322289ojnkl
"[' 50 mask cao cấp,Miếng']",[14300000000],5,"Hàng tốt giao nhanh, chất lượng có vẻ okeyyyyyy. Đóng gói cẩn thận nnnmnnnnnnnnnnn"
"[' 50 mask cao cấp,Miếng']",[14300000000],5,Giao hàng siêu siêu nhanh. Mình đặt htrc hsau đã giao luôn rồi. Mình chọn combo vì muốn dùng nhiều loại mặt nạ đa dạng. Gói hàng nặng tay. Chắc chắn lắm. Sẽ ủng hộ shop dài dài
"['Combo 20 miếng,Miếng']",[5488000000],5,"Đã nhận đủ mặt nạ. Combo 20 mặt nạ mix các loại, tác dụng thì đắp dần mới biết. Ổn thì sẽ ủng hộ shop tiếp"
"[' 50 mask cao cấp,Miếng']",[14300000000],5,Giao hàng hơn 1tuần. Hơi lâu. Shop chăm sóc khách hàng chán. Nt từ mùa cam đến mùa bưởi mới rep. Phản hồi thiếu hàng chả thấy tl. Có quà tặng 
