variations,price,rating_star,comment
['Vita'],[2500000000],5,"Mặt nạ đất sét chưa xài nên chưa biết hiệu quả ra sao, cọ xinh xinh "
['Vita'],[2500000000],5,"Shop giao hàng siu nhanh luôn asaaaa,sản phẩm tốt,mua ở shop lần nào cũng được tặng quà hết=333"
"['Placenta', 'Vita']","[1600000000, 1600000000]",5,Đóng gói cẩn thận giao đúng loại. Loại này đã xài qua sẽ mua tiếp
"['Collagen', 'Vita']","[1750000000, 1750000000]",5,Gói hàng cẩn thận. Giao hàng nhanh shop tư vấn nhiệt tình. Sẽ tiếp tục ủng hộ shop
"['Collagen', 'Placenta', 'Vita']","[1750000000, 1750000000, 1750000000]",5,"Giao hàng đủ, không bị đổ, sản phẩm okee, giá hợp lýy, mình sẽ đánh giá chất lượng sản phẩm sau khi dùng"
"['Tea Tree', 'Vita']","[1750000000, 1750000000]",5,mua của shop nhiều lần ship nhanhh spp okelaa nên mua nhaaaaa 
"['Collagen', 'Tea Tree', 'Placenta', 'Vita']","[1750000000, 1750000000, 1750000000, 1750000000]",5,"Giao siêu nhanh
Mình dùng thử xem sau
Cho shop năm sao ạ!!!!!!"
['Vita'],[100000000],5,"Thời gian giao hàng rất nhanh, chất lượng sản phẩm quá tuyệt vời , đóng gói sản phẩm chắc chắn, rất hài lòng, sẽ ủng hộ shop trong thời gian tới "
['Collagen'],[100000000],5,"Mặt nạ rất OK, săn sale nên được giá tốt. Ship hàng nhanh chóng "
['Vita'],[100000000],5,"Mua được giá sale nên thích lắm ạ, chưa sử dụng nên không biết chất lượng ra sao "
['Placenta'],[100000000],5,Hàng giao nhanh đóng gói cẩn thận giá vừa sẽ mua ủng hộ shop dài lâu thanks shop 
['Placenta'],[100000000],5,"Sản phẩm chất lượng rất thích
Mua sale giá rẻ
Giao hàng nhanh."
['Tea Tree'],[1700000000],5,"Đóng gói chắc chắn, mặt nạ để tủ lạnh ra đắp đã gì đâu, giao không thiếu món nào, shop uy tín mà giá lại rẻ yêu dễ sợ"
['Vita'],[100000000],5,"Săn sale 1k okkkkkkkkkk
Chất lượng thì chưa sử dụng nên chưa biết 😅"
['Collagen'],[100000000],5,Mặt nạ xịn xò tks shop đã sale 😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘
['Placenta'],[100000000],5,"Quy khach da huy gia han goi cuoc ST5K, uu dai con lai duoc su dung den het chu ky. De tiep tuc su dung DV va lua chon goi Data phu hop, vui long truy cap https://myvt.page.link/kmdata tren My Viettel hoac bam goi *098#. Chi tiet LH 198 (0d). Tran trong."
