variations,price,rating_star,comment
['eve xanh 400ml '],[19900000000],5,
['eve xanh 400ml '],[22000000000],5,"Thong tin TB cua Quy khach chua chinh xac, soan TTTB gui 1414 de kiem tra, de nghi QK mang CMTND/CCCD/ho chieu den CHGD cua iTel de xac nhan, dang ky lai. iTel se ngung CCDV vien thong mot chieu sau 15 ngay neu quy khach khong dang ky lai thong tin"
['eve hoa hồng 400ml'],[22000000000],5,Giao hàng nhanh còn nguyên vẹn bọc rất kĩ mùi thơm như toner vậy mua cho mẹ dùng nên chắc sẽ hợp thôi 
['eve hoa hồng 400ml'],[21500000000],5,"Tt thì em đỉnh của đỉnh luôn ạ đợt này sale mua dùng tiếp 
Serum BHA được Top tư vấn nên dùng thử 
Được cái Top tư vấn nhiệt tình 
Ưng lắm ạ"
['eve xanh 400ml '],[21500000000],5,"Mình chưa dùng tới lọ mới nên chụp tạm lọ cũ. Dùng dịu nhẹ, tẩy trang sạch, được Top tư vấn nên mình vẫn trung thành với em này"
['eve xanh 400ml '],[22000000000],5,"Mùi thơm, tẩy trang sạch, ko mùi cồn, ko khô rát da, giá tốt.
So với những tẩy trang drugstore thì mình thấy em này ổn nhất."
['eve xanh 400ml '],[21500000000],5,"Mk k make up nhg mình dùng tốn nc tẩy trang kinh khủng @@ dùng loại này quen r rất thích nha mn, dịu nhẹ sạch sẽ thơm hehe"
['eve xanh 400ml '],[22000000000],5,Shop tư vấn nhiệt tình. Hàng bao chuẩn. Giao đúng sản phẩm. Shop ruột của mình hihi. Chúc shop hơn thế này nữa nha.
['eve xanh 400ml '],[21500000000],5,"Tẩy trang chai to lắm, tẩy trang sạch nhưng k làm da khô căng, có mùi nhẹ nhưng da mình k vấn đề j"
['eve hồng 10/21'],[14200000000],5,"vẫn 5 sao như mọi khi, giao hàng hơi chậm, mình cũng ko thích mùi của lọ nước tẩy trang này lắm."
