itemid,shopid,name,variations,brand,shop_location,view_count,sold,rating_star,rating_count(1* - 5*),price
14857671,433229,Mặt Nạ Giấy Dưỡng Da BNBG,"['VITA GENIC (Vàng)', 'VITA GENIC (Xanh lá)', 'VITA GENIC (X.Dương)', 'VITA GENIC (Đỏ)', 'VITA TEA TREE']",BNBG,TP. Hồ Chí Minh,32033,2765,4.988801791713326,"[2, 2, 9, 48]","[1600000000, 2200000000]"
7639535567,182330622,"Mặt nạ Mediheal Teatree, Vita Lightbeam, Placenta Revital và Collagen EX Essential Mask 24ml","['Tea Tree Giảm Mụn', 'Vita Lightbeam Trắng', 'Collagen ChốngLãoHóa', 'Placenta Phục Hồi Da', 'N.M.F Aquaring CấpẨm', 'N.M.F Aquaring 2step', 'W.H.P Black Mask', 'N.M.F Aquaring 3step', 'N.M.F Anti-dust Calm']",Mediheal,Hà Nội,27237,2284,4.995405819295559,"[0, 0, 1, 7]","[1650000000, 2300000000]"
4724999130,778222,🔥GIÁ HỦY DIỆT🔥CAM KẾT CHÍNH HÃNG Bông tẩy trang Silcot 82 miếng 1 hộp,['Chính hãng Unicharm'],Silcot,Hà Nội,26386,1234,4.999183006535947,"[0, 0, 0, 1]","[2839000000, 2839000000]"
3549723109,182330622,[GIFT] Mặt Nạ 3D Foodaholic Hàn Quốc,[''],3D Food a Holic,Hà Nội,18099,889,4.99333121625913,"[2, 0, 4, 9]","[900000000, 900000000]"
259817742,357604,Mặt nạ Chando Himalaya,"['Tử thảo', 'Tuyết sâm', 'Long đởm thảo', 'Tuyết trà', 'Tuyết liên hoa', 'Bách hợp']",Chando,Hà Nội,7233,579,4.989660265878878,"[2, 1, 2, 20]","[1800000000, 1800000000]"
1513812501,979943,Mặt Nạ viên thuốc BNBG Vita Genic Jelly Mask,"['vàng', 'xanh dương', 'xanh lá', 'đỏ', 'teatree']",,TP. Hồ Chí Minh,13534,1482,4.9878913171884225,"[0, 0, 8, 25]","[1700000000, 2300000000]"
7155622944,41143878,Set 10 mặt nạ dưỡng da Ju:Cy Hàn Quốc,"['10 mask CamCara', '10 mask Detox', '5 Cam + 5 Detox']",,Hà Nội,8532,154,4.995661605206074,"[0, 0, 0, 6]","[18000000000, 18000000000]"
7039060868,71538678,Dermarium - Tricky Duet- Toner BHA dành cho da mụn,[''],No Brand,Hà Nội,14823,314,4.994814814814815,"[0, 0, 0, 7]","[19000000000, 19000000000]"
1149783389,53244992,[Đại Lý Chính Thức] Bông Tẩy Trang Ipek 150 Miếng,['150'],No Brand,TP. Hồ Chí Minh,5592,252,4.986938969365946,"[2, 3, 7, 27]","[2800000000, 2800000000]"
241277962,5674886,Mặt nạ DR.MORITA Đài Loan miếng lẻ,"['Xanh đậm Hạn T9.21', '2.Màu hồng', '3.Màu xanh nhạt', '6.Màuvàng HSD T12.20', '7.Màu xanh dương', '4.Màu cam']",Dr.Morita,Hà Nội,2663,152,4.994996426018584,"[1, 0, 0, 3]","[2200000000, 2200000000]"
5039672066,182330622,[Mẫu Mới] Bông Tẩy Trang Ipek Thổ Nhĩ Kỳ,"['130 miếng', '150 miếng']",ipek,Hà Nội,5806,183,4.993116395494368,"[1, 0, 1, 5]","[3100000000, 3100000000]"
323750133,5674886,Mặt Nạ Giấy NARUKO Bản Đài Loan 1 Miếng Lẻ - 1989Store Phân Phối Chính Hãng,"['Miếng Tràm Trà', 'Miếng Ý dĩ (Đỏ)', 'Miếng Ý Dĩ (Trắng)', 'Miếng Hoa hồng', 'Miếng Hoa Mộc Lan', 'Miếng Hoa Thủy Tiên']",NARUKO,Hà Nội,12733,1962,4.981198295312108,"[12, 7, 30, 96]","[2200000000, 2400000000]"
7470772537,182330622,Sữa Rửa Mặt Cosrx 🎁 Corsx 🎁 Srm Cosrx Dạng Gel Low pH Good Morning Gel Cleanser 150ml,[''],COSRX,Hà Nội,51797,899,4.990658800393314,"[1, 0, 2, 11]","[17900000000, 17900000000]"
7635298569,56982795,[Mã SKAMSALE06 giảm 10% tối đa 100K đơn 150K] TINH CHẤT ĐÁNH BAY CÁC LOẠI MỤN VÀ THÂM WHITENING BYUNH,['Serum nâu Byunh'],,TP. Hồ Chí Minh,20597,865,4.986238532110092,"[6, 0, 4, 16]","[30900000000, 30900000000]"
4449392806,182330622,Bộ 3 hộp Bông trang điểm (bông tẩy trang) Silcot,"['3 hộp xanh dương', '3 hộp xanh lá']",Silcot,Hà Nội,10847,340,4.993023255813953,"[0, 0, 1, 7]","[10100000000, 10100000000]"
803586,360913,Sữa rửa mặt Aderma Phys-AC dầu mụn nhạy cảm,"['200ml', '400ml', '100ml']",No Brand,Hà Nội,11385,256,4.984902309058614,"[1, 0, 6, 35]","[28000000000, 38000000000]"
1627409669,59469481,Mặt nạ JM Solution Dưỡng Trắng Căng Bóng Da,"['GẠO', 'HOA HỒNG', 'SERUM HỒNG', 'KÉN TRẮNG', 'SÁP ONG', 'SOS Hyaluronic', 'NGỌC TRAI 3 BƯỚC', 'BƠ', 'SOS BÌNH VÀNG', 'GOLDEN CAVIAR', 'PINK SNAIL', 'JELLYFISH VITAL', 'Ngọc Trai 2 Bước', 'Ngọc Trai Đen 2 Bước', 'SOS Bình Xanh', 'Tổ Yến', 'Ngọc Trai Đen 3 Bước', 'Centella Repair', 'Ceramide Aqua']",JMSolution,TP. Hồ Chí Minh,5671,1133,4.993655828707375,"[0, 0, 1, 6]","[1790000000, 1790000000]"
240301902,5674886,BẢN ĐÀI-Mặt nạ My Beauty Diary Đài Loan miếng lẻ,"['Trai Đen', 'Trai Trắng', 'Yến Đỏ', 'Natto', 'Rượu Vang', 'Xương Rồng', 'Hoa Hồng', 'Lô Hội/ Nha Đam', 'Hyaluronic Acid', 'Squalene', 'Đá Băng', 'Sakura', 'Mexico Anastatica', 'Antarctica Glyco', 'Alps HSD T10/2021', 'Arbutin', 'Táo Đỏ', 'EX+ XANH', 'EX+ TÍM']",My Beauty Diary,Hà Nội,4861,770,4.979449021171051,"[28, 5, 17, 75]","[2800000000, 3400000000]"
5204152983,433229,Mặt nạ giấy Naruko Mask,"['#Tea tree (xanh lá)', ""#Raw Job's Tear (đỏ)"", '#Narcissus (tím)', '#Rose Botanic (hồng)', '#Taiwan (trắng)', ""#RawJob'sTear(trắng)""]",NARUKO,TP. Hồ Chí Minh,5621,712,4.9918367346938775,"[0, 1, 2, 5]","[2200000000, 2400000000]"
1933735040,102075609,Kem kha tử handmade.,"['Đêm', 'Ngày', 'Mắt']",No Brand,Hà Nội,1598,269,4.991563919532771,"[1, 0, 1, 7]","[19500000000, 20500000000]"
5239693566,182330622,Nước hoa hồng lotion toner diếp cá hỗ trợ giảm mụn Dokudami Nhật Bản 500ml,[''],No Brand,Hà Nội,3806,72,4.998768472906404,"[0, 0, 0, 1]","[16500000000, 16500000000]"
4961010779,184695342,Mặt nạ vitamin C cấp ẩm dưỡng trắng da chiết suất cam vàng mask nội địa trung bioaqua,[''],No Brand,Hà Nội,13498,2896,4.989106753812636,"[1, 0, 2, 12]","[480000000, 480000000]"
1514344454,979943,[GIÁ HỦY DIỆT] Nước hoa hồng Dear Klairs Supple Preparation toner 180ml,"['Không mùi', 'Có mùi']","Dear, Klairs",TP. Hồ Chí Minh,102628,2273,4.978645959718515,"[6, 3, 31, 169]","[23900000000, 23900000000]"
4121497804,157995825,Mặt Nạ Dưỡng Da Chiết Xuất Từ Thiên Nhiên Naruko Mask 26ml,"['Tràm Trà', 'Hoa Thủy Tiên', 'Hoa Hồng Nhung', 'Ý Dĩ', 'Bạch Ngọc Lan', 'Ý Dĩ Nhân Đỏ']",NARUKO,TP. Hồ Chí Minh,13021,1335,4.988966318234611,"[1, 0, 2, 11]","[2100000000, 2350000000]"
9702690461,210104545,"Serum Trắng Da, Mờ Thâm Balance Active Formula Vitamin C Brightening 30ml",[''],BALANCE,TP. Hồ Chí Minh,44158,821,4.98798328108673,"[0, 0, 2, 19]","[14900000000, 14900000000]"
228651982,433229,Mặt nạ Su:m 37 Award Bubble-De,"['1 gói trắng', '5 gói trắng', '1 gói đen', '5 gói đen']",No Brand,TP. Hồ Chí Minh,6154,696,4.9803334201615,"[6, 2, 21, 79]","[1500000000, 1500000000]"
7508371519,41143878,Kem chống nắng Ju:Cy My Daily Sun Lotion,[''],Ju:cy,Hà Nội,10511,359,4.9851796961837715,"[0, 2, 3, 28]","[22500000000, 22500000000]"
88456761,10133473,"My Beauty Diary (Đài) - Bản phổ thông đầy đủ các loại mặt nạ: Trai đen, Tổ Yến, Natto, lô hội, mbd","['MBDM04_Trai đen', 'MBDM04_Đậu Natto', 'MBDM04_Tổ yến', 'MBDM04_Hoa hồng', 'MBDM04_Xương rồng', 'MBDM04_Trai trắng', 'MBDM04_Squalene', 'MBDM04_HA', 'MBDM04_Rượu vang ', 'MBDM04_Lô hội\t', 'MBDM04_Collagen']",No Brand,Hà Nội,9153,293,4.986924686192468,"[1, 0, 3, 15]","[2500000000, 2500000000]"
49195285,979943,Mặt nạ sủi bọt SU:M37 BRIGHT AWARD BUBBLE-DE MASK,"['1 miếng trắng', '1 miếng đen']",Mọi loại da,TP. Hồ Chí Minh,1315,102,4.982114779874214,"[9, 0, 9, 37]","[900000000, 1800000000]"
323769414,5674886,Mặt Nạ NARUKO Tràm Trà Cho Da Mụn Bản Đài Loan Hộp 8 Miếng - 1989Store Phân Phối Chính Hãng,[''],NARUKO,Hà Nội,36784,1310,4.9781323877068555,"[18, 6, 26, 191]","[18900000000, 18900000000]"
1772068525,16342099,MẶT NẠ NARUKO HỘP NGUYÊN CÁC LOẠI,"['TRÀM TRÀ', 'Ý DĨ', 'BẠCH NGỌC LAN', 'Ý DĨ MỚI']",NARUKO,TP. Hồ Chí Minh,18715,529,4.980968441339436,"[2, 0, 9, 53]","[18500000000, 19900000000]"
1863946406,115570407,[Mã SKAMSALE06 giảm 10% tối đa 100K đơn 150K] Lotion ngừa mụn Meishoku Bigansui Nhật Bản 90ml,"['Phiên bản cho Nữ', 'Phiên bản cho Nam']",,Hà Nội,8436,216,4.984781738085703,"[2, 0, 3, 24]","[16500000000, 18500000000]"
727438238,28321649,Combo 10 Gói Tinh Chất phục hồi hoàn hảo OHUI Miracle Moisture Ampoule 777,[''],,TP. Hồ Chí Minh,2880,100,4.997624703087886,"[0, 0, 0, 2]","[4200000000, 4200000000]"
749642525,251158,OLAY UK phân phối (Made in Poland) Kem dưỡng da chống 7 dấu hiệu lão hoá Olay total Effect hàng UK Anh Quốc,"['SPF 15 37ml', 'Kem đêm 37ml', 'CặpNĐ 37mlmópvỏdoVC', 'Đêm 50ml vỏ nhăn nhẹ', 'Spf15 50mL', 'Cặp ngày-đêm 50ml', 'Kem ngày SPF30 50mL', 'Đêm15ml', 'Kem ngày spf15 15ml']",OLAY,Hà Nội,5151,92,4.987707881417209,"[2, 0, 0, 9]","[23900000000, 35000000000]"
6249405139,182330622,Bông tẩy trang Silcot,"['Xanh lá - 66 miếng', 'Xanh dương - 82 mếng']",Silcot,Hà Nội,2055,63,4.99866844207723,"[0, 0, 0, 1]","[3800000000, 3900000000]"
4320363465,184695342,Mặt nạ dưỡng mắt collagen images NM1,"['màu vàng', 'màu xanh', 'màu trắng', 'màu nâu', 'nâu collagen', 'mix đủ màu']",No Brand,Hà Nội,10932,3662,4.986177311725453,"[1, 3, 2, 12]","[220000000, 220000000]"
6805904319,51114105,Lẻ 1 miếng mặt nạ đá băng Hydra Smoothing Skin Ice Membrane Images,[''],No Brand,TP. Hồ Chí Minh,5786,880,4.988749172733289,"[1, 0, 2, 9]","[290000000, 290000000]"
5131918967,184695342,Mặt nạ cấp ẩm dưỡng da kiểm soát dầu mịn da H2O images,[''],No Brand,Hà Nội,4204,653,4.9957401490947815,"[0, 0, 1, 2]","[350000000, 350000000]"
1277653463,433229,Nước hoa hồng Some By Mi AHA-BHA-PHA 30 Days Miracle Toner Some By Mi AHA,"['Full 150ml', 'Đổ 1 ít']",Some By Mi,TP. Hồ Chí Minh,19316,555,4.97979274611399,"[5, 3, 10, 68]","[20900000000, 20900000000]"
513120096,979943,Mặt nạ Mediheal Mask Pack mẫu mới,"['tea tree', 'Placenta', 'Collagen', 'vita']",No Brand,TP. Hồ Chí Minh,4937,386,4.980645161290322,"[2, 1, 9, 49]","[1700000000, 1700000000]"
262940469,357604,"Mặt nạ Naruko (ý dĩ, hoa thủy tiên, hoa hồng, ngọc lan) (bản Trung/bản Đài)","['Ý dĩ bản Trung', 'Hoa thuỷ tiên Trung', 'Hoa hồng bản Trung', 'Hoa ngọc lan Trung', 'Ý dĩ bản Đài', 'Hoa ngọc lan Đài', 'Hoa hồng Đài', 'Thuỷ tiên Đài']",NARUKO,Hà Nội,2543,119,4.98592916060165,"[2, 0, 1, 19]","[1400000000, 1950000000]"
1836173006,28321649,Combo 10 Gói Tẩy Da Chết OHUI Clear Science Soft Peeling,[''],,TP. Hồ Chí Minh,1665,70,4.987829614604462,"[1, 2, 3, 8]","[3300000000, 3300000000]"
7312320189,28321649,"Gói Kem mắt mờ thâm ,chống nhăn, trẻ hóa làn da vùng mắt su:m37 Fleur eye cream 1ml","['1 gói', '5 gói']",,TP. Hồ Chí Minh,6453,1030,4.991035044824776,"[1, 1, 1, 2]","[680000000, 680000000]"
6209860117,195702669,Mặt nạ giấy Innisfree My Real Squeeze Mask Ex,"['Nha đam', 'Dưa leo', 'Hoa hồng', 'Trà xanh', 'Tràm trà', 'Lựu', 'Acai berry', 'Nhân sâm', 'Trái sung', 'Chanh', 'Mật ong', 'Tre', 'Gạo']",,TP. Hồ Chí Minh,5429,627,4.989803921568628,"[0, 1, 3, 4]","[1600000000, 1600000000]"
951038562,29627406,Mặt nạ sủi bọt thải độc Su:m37,[''],,TP. Hồ Chí Minh,5294,559,4.995515695067264,"[0, 0, 0, 4]","[870000000, 870000000]"
6622379093,157995825,"Nước Tẩy Trang Kiềm Dầu,Ngăn Ngừa Mụn Trà Xanh Senka All Clear Water Micellar Formula","['230ml', '70ml']",Senka,TP. Hồ Chí Minh,15003,416,4.984171848501979,"[1, 0, 5, 14]","[5900000000, 7900000000]"
5743859369,182330622,[Mã SKAMSALE06 giảm 10% tối đa 100K đơn 150K] Nước hoa hồng Dear Klairs Supple Preparation Facial Toner 180ml,"['Nâu-Facial - 5012', 'Tím-Unscented -9119', 'Sample 3ml']","Dear, Klairs",Hà Nội,16985,250,4.996389891696751,"[0, 0, 0, 3]","[11000000000, 24200000000]"
834480062,5674886,Mặt Nạ Dr. MORITA Dòng Nước Thần Essence Facial Mask 1 miếng lẻ,"['Màu tím bạc', 'Màu xanh bạc', 'Màu trắng bạc']",Dr.Morita,Hà Nội,1005,172,4.987789203084833,"[2, 0, 2, 7]","[2200000000, 2200000000]"
1086236561,26393066,Mặt nạ dưỡng da 3d foodaholic natural essence mask,"['COLLAGEN', 'NHA ĐAM', 'ỐC SÊN', 'TRÀ XANH', 'MẬT ÔNG CHÚA', 'HỒNG SÂM', 'DƯA LEO', 'CAM', 'Ô LIU', 'KHOAI TÂY', 'CÀ CHUA', 'COENZYME Q10', 'ĐẬU XANH', 'TRÚC', 'ĐẬU TRẮNG', 'LỰU', 'VIỆT QUẤT']",No Brand,TP. Hồ Chí Minh,1750,166,4.986524822695036,"[1, 2, 0, 9]","[650000000, 650000000]"
7657900455,250862943,Sweet Sense Cotton Pads - Bông Tẩy Trang Siêu Rẻ,"['Gói 80 Miếng', 'Gói 120 Miếng']",No Brand,Hà Nội,2441,80,4.988191881918819,"[0, 0, 1, 14]","[3500000000, 5500000000]"
75070534,10133473,[MIẾNG LẺ] NARUKO - Mặt nạ tràm trà cải thiện da mụn teatree (Đài - Trung) NRK066 NRK067,"['NRK066 Bản Trung', 'NRK067 Bản Đài']",No Brand,Hà Nội,28015,3678,4.9779097059229604,"[10, 0, 18, 92]","[2300000000, 2300000000]"
2584978046,10133473,BINGJU – Mặt nạ tràm trà giảm mụn Teatree Removing Acne Mask mặt-nạ trà-xanh BIJU01,[''],No Brand,Hà Nội,10541,1709,4.977309941520468,"[8, 2, 8, 43]","[550000000, 550000000]"
2231619917,41143878,Kem Chống Nắng JU:CY All In One Hàn Quốc,[''],,Hà Nội,13165,623,4.980373610782691,"[4, 2, 11, 39]","[28000000000, 28000000000]"
118023129,12619992,Mặt Nạ Dưỡng Da 3D Foodaholic lẻ,"['Nha đam', 'Collagen', 'Lựu', 'Cam', 'Trà xanh', 'Sên', 'Mật ong', 'Sâm', 'Dưa leo', 'Cà chua', 'Q10', 'Khoai tây', 'lúa mạch', 'VIệt quất', 'Đậu xanh', 'Ô liu', 'Tre']",,Hà Nội,1857,294,4.981473502800517,"[1, 1, 10, 16]","[600000000, 600000000]"
988597098,31897126,"Toner Propeller giảm viêm, mụn, tiêu mủ, giảm dầu nhờn","['Toner vạch xanh', 'Toner vạch tím', 'Turbo-toner', 'Turbo-toner 3/2022']",No Brand,Hà Nội,10747,198,4.978982874935133,"[0, 5, 9, 48]","[9500000000, 12000000000]"
4339532231,182330622,Kem Chống Nắng The Saem - Kcn The Seam Eco Earth Power Sun Cream [ MẪU MỚI NHẤT ],"['Mẫu giảm giá 1363', 'Mẫu thường 1042', 'Combo sample 6951']",the SAEM,Hà Nội,13711,178,4.990155865463494,"[0, 0, 2, 8]","[12900000000, 17900000000]"
6617579269,167114296,Mặt Nạ Giấy Chăm Sóc Da Toàn Diện Foodaholic Mask 23g,"['VITAMIN A', 'VITAMIN B', 'VITAMIN C', 'VITAMIN D', 'VITAMIN E', 'VITAMIN K', 'COLLAGEN', ""BIRD'S NEST"", 'BLACKPEARL', 'DIAMOND']",FOODAHOLIC,TP. Hồ Chí Minh,17468,3419,4.980279898218829,"[2, 0, 9, 36]","[1000000000, 1000000000]"
7122125466,184695342,"Mặt nạ giấy dưỡng da cấp ẩm trắng da Images lô hội,việt quất,mật ong","['Nha đam', 'Việt quất', 'Mật ong', 'mix đủ loại']",Image Skincare,Hà Nội,11408,3052,4.983351235230934,"[1, 0, 5, 17]","[290000000, 290000000]"
4643978311,9870783,"Serum B56 Lucenbase giảm mụn, kiềm dầu, phục hồi da","['15ml', '30ml']",No Brand,Hà Nội,64346,2016,4.975233022636485,"[10, 3, 26, 182]","[21900000000, 21900000000]"
499191186,4192168,Giấy thấm dầu Jomi Nhật Bản,[''],,Hà Nội,8804,2132,4.978558163093028,"[7, 0, 14, 79]","[3500000000, 3500000000]"
2643480638,28321649,tẩy tế bào chết dạng kỳ làm sáng da. Brightening Gel whoo,[''],,TP. Hồ Chí Minh,10238,1085,4.986754966887418,"[1, 1, 2, 3]","[100000000, 100000000]"
3811399762,210104545,Nước hoa hồng DEAR KLAIRS SUPPLE PREPARATION UNSCENTED TONER 180ML,"['Không Mùi Unscented', 'Có Mùi Facial']","Dear, Klairs",TP. Hồ Chí Minh,40669,570,4.987772925764192,"[0, 0, 1, 12]","[24900000000, 26900000000]"
1223509812,1924117,Kem dưỡng mắt AHC Time Rewind Real Eye Cream For Face,"['Mẫu Đỏ - Mini 12ml', 'Mẫu Đỏ - Full 30ml', 'Mẫu xanh - Full 30ml', 'Xanh mới - Mini 12ml']",A.H.C,TP. Hồ Chí Minh,7426,334,4.981308411214953,"[2, 0, 1, 30]","[5800000000, 15900000000]"
2080561189,4967860,Bán lẻ miếng Mặt Nạ Giấy Đài Loan NARUKO Bản Đài Naruko Nội Địa Đài,"['Tràm Trà', 'Ý Dĩ', 'Hoa Hồng', 'Bạch Ngọc Lan', 'Hoa Thuỷ Tiên']",NARUKO,Cần Thơ,812,144,4.991176470588235,"[0, 1, 0, 6]","[2500000000, 2500000000]"
446997493,5674886,Mặt nạ Naruko nội địa Đài Loan hộp nguyên các màu,"['Hộp tràm trà 8 Miếng', 'Hộp ý dĩ (Đỏ) 10m', 'Hộp Ý Dĩ (Trắng) 10m', 'Hộp hoa ngọc lan 10m', 'Hộp thủy tiên 10m', 'Hộp hoa hồng 10m']",NARUKO,Hà Nội,1999,124,4.982197134172818,"[0, 3, 2, 28]","[18900000000, 21500000000]"
9924669,979943,Sữa rữa mặt trà xanh Innisfree Green tea foam cleanser,"['150ml', '80ml']",No Brand,TP. Hồ Chí Minh,2701,63,4.986282578875172,"[0, 0, 3, 14]","[16900000000, 16900000000]"
5217340613,433229,Mặt Nạ Giấy Chăm Sóc Da Foodaholic Essential Mask,"['#Black Pearl', '#Birds Nest', '#Diamond', '#Collagen', '#Vitamin A', '#Vitamin B', '#Vitamin C', '#Vitamin D', '#Vitamin E', '#Vitamin K']",,TP. Hồ Chí Minh,18190,7118,4.979106628242075,"[2, 2, 8, 28]","[700000000, 700000000]"
3020953743,175753395,Mặt Nạ Nghệ Hưng Yên Cocoon 30ml,[''],cocoon,TP. Hồ Chí Minh,66291,1310,4.983050847457627,"[1, 0, 3, 24]","[14500000000, 14500000000]"
7014444934,48431454,100GR Bột đậu đỏ nguyên chất sạch mịn 100% Organic - Bột handmade,"['50gr', '100gr']",No Brand,TP. Hồ Chí Minh,10201,1125,4.9849578820697955,"[0, 1, 2, 18]","[750000000, 1290000000]"
6514561286,48431454,100GR Bột cám gạo sữa nguyên chất Organic - mỹ phẩm Handmade,"['100gr', '50gr']",No Brand,TP. Hồ Chí Minh,9348,990,4.9834135901551635,"[0, 2, 1, 23]","[790000000, 1190000000]"
743886210,10133473,"Mediheal - Mặt nạ dòng Essential (Tràm trà, Collagen, Nhau thai cừu...)","['MEDH06_Tea Tree', 'MEDH06_Vita light', 'MEDH06_V-life', 'MEDH06_Placenta', 'MEDH06_Collagen']",No Brand,Hà Nội,7521,994,4.981481481481482,"[2, 1, 3, 27]","[1900000000, 2000000000]"
4318509944,133143407,Nước Nhỏ Mắt Rohto Vita 40 Nhật Bản 12ml - Rohto nhật bản Vitamin 40,"['Màu Xanh', 'Màu Vàng']",Rohto,TP. Hồ Chí Minh,5873,600,4.984830805134189,"[2, 2, 0, 16]","[5500000000, 5500000000]"
4534697247,116335515,Serum cấp nước dưỡng ẩm The Ordinary Hyaluronic Acid 2% + B5,"['30ml', '60ml']",,Hà Nội,25433,422,4.983744394618834,"[0, 2, 2, 19]","[18900000000, 18900000000]"
7314445863,48431454,100gr Bột yến mạch nguyên chất organic - bột thiên nhiên handmade,"['50gr', '100gr']",No Brand,TP. Hồ Chí Minh,3542,266,4.993119266055046,"[0, 0, 0, 6]","[850000000, 1490000000]"
207086547,407022,Aztec Secret và Bragg: mặt nạ giảm mụn sáng da tốt nhất,"['50g Aztec+ 50ml giấm', '100gAztec+100ml giấm', '50gr Aztec', '100gr Aztec', '50ml giấm', '100ml giấm', 'Aztec 454gr', 'Giấm 473ml']",No Brand,TP. Hồ Chí Minh,5025,181,4.97972972972973,"[4, 1, 5, 34]","[4500000000, 15000000000]"
1995860719,65489029,"[MẪU MỚI NHẤT] Nước hoa hồng Simple, Toner Simple Kind To Skin Soothing Facial",[''],simple,Hà Nội,17186,568,4.978995733508369,"[5, 0, 6, 32]","[8900000000, 8900000000]"
90316532,426884,Mặt nạ giấy Mediheal,"['1/ Collagen', '2/ Vita', '3/ Tea Tree', '4/ Placenta', '5/ N.M.F', '6/ EGT', '7/ WHP']",Mediheal,TP. Hồ Chí Minh,1024,396,4.98421372191864,"[2, 1, 1, 13]","[1900000000, 2400000000]"
1489839885,16342099,(CHÍNH HÃNG - ĐÀI LOAN ) NARUKO MẶT NẠ GIẤY MIẾNG LẺ CÁC LOẠI,"['TRÀM TRÀ', 'Ý DĨ THU NHỎ LCL', 'BẠCH NGỌC LAN', 'HOA HỒNG', 'THUỶ TIÊN', 'Ý DĨ TRẮNG DA ']",NARUKO,TP. Hồ Chí Minh,2696,352,4.982045701849837,"[1, 2, 2, 19]","[1850000000, 2350000000]"
445046724,31897126,"Mặt nạ Himalaya Neem / Mud / Fruity/ Cucumber làm sạch sâu, thanh lọc da","['Neem', 'Fruity', 'Mud', 'Hạnh nhân dưa chuột', 'HH.nhân date 6/2021']",No Brand,Hà Nội,7460,220,4.980314960629921,"[1, 0, 6, 29]","[13500000000, 15500000000]"
783728173,213598,[Mã SKAMSALE06 giảm 10% tối đa 100K đơn 150K] Nước tẩy trang BIODERMA H2O Solution Micellaire 500ml,"['HỒNG MẪU MỚI 2023', 'XANH MẪU MỚI 2024', 'HỒNG MẪU CŨ 2022']",,Hà Nội,5761,169,4.997163120567376,"[0, 0, 0, 2]","[34000000000, 34000000000]"
9565866,2436703,Lotion Naturie Hatomugi cân bằng da Nhật Bản 500ml,"['Lotion', 'Lotion & gel']",,TP. Hồ Chí Minh,7220,164,4.975967040512703,"[0, 2, 13, 73]","[16900000000, 37800000000]"
864973778,52921952,[Mã SKAMSALE06 giảm 10% tối đa 100K đơn 150K] [Date Mới Nhất][Mẫu Mới] Giảm Thâm Sáng Da Timeless Vitamin C+E+Ferulic,['Hàng Nhập Khẩu'],Timeless,Hà Nội,9981,120,4.985903083700441,"[0, 0, 2, 12]","[45500000000, 45500000000]"
371847508,5115614,"Sample mặt nạ đất sét, ngò, nghệ, hoa cúc Kiehl's 5ml","['Sample nghệ', 'Sample đất sét', 'Sample hoa cúc']",,Đồng Nai,2206,120,4.990806945863126,"[1, 0, 1, 3]","[2500000000, 3500000000]"
115373304,14393606,[TOP 1 SHOPEE] Nước hoa hồng Simple Kind To Skin Soothing Facial Toner (Bill Anh),"['200ml', '50ml']",simple,Hà Nội,4065,86,4.9779894875164254,"[2, 0, 4, 51]","[16900000000, 16900000000]"
988829981,407022,Bông tẩy trang Ipek,"['130 Miếng', '150 miếng', '80 miếng']",No Brand,TP. Hồ Chí Minh,1006,58,4.987331749802059,"[1, 0, 3, 6]","[2200000000, 3500000000]"
974629789,29627406,10 Gói Tinh Chất Căng Bóng Da Mặt Ohui 777 Ampoul,[''],,TP. Hồ Chí Minh,1530,45,4.998430141287284,"[0, 0, 0, 1]","[4500000000, 4500000000]"
1375518087,26393066,Mặt nạ giấy 3w clinic làm dịu mát sạch và trắng da 23ml của hàn quốc,"['COENZYME Q10', 'KHOAI TÂY', 'NHA ĐAM', 'TRÀ XANH', 'MẬT ONG', 'ỐC SÊN', 'DƯA LEO', 'NHÂN SÂM', 'COLLAGEN', 'LỰU ĐỎ', 'NHAU THAI CỪU', 'TÁO', 'CAM', 'WHITE', 'SỮA', 'CHANH', 'THAN']",3W CLINIC,TP. Hồ Chí Minh,657,18,4.990888382687927,"[0, 0, 1, 6]","[650000000, 650000000]"
7525271507,210104545,Gel Giảm Mụn Ẩn Và Thâm Gamma Megaduo Gel 15 gram - Từ Hảo,"['Bản Thường - AHA', 'Bản Plus - Retinal ']",Gamma,TP. Hồ Chí Minh,129120,3923,4.9744509188704615,"[5, 5, 19, 105]","[11500000000, 13500000000]"
5844132414,28321649,gói tinh chất siêu căng bóng cấp nước chống lão hóa Sum37 Intense Enriched Ampoule,[''],,TP. Hồ Chí Minh,13832,3299,4.983481575603558,"[5, 0, 0, 6]","[100000000, 100000000]"
6040605111,210104545,Gel Mờ Thâm Mụn Giảm Viêm Gamma Chemicals Derma Forte 15g,[''],Gamma,TP. Hồ Chí Minh,43277,1054,4.9783917817924195,"[0, 1, 13, 32]","[9900000000, 9900000000]"
21720643,5185714,100g bột trà xanh đắp mặt nguyên chất - mỹ phẩm Handmade,[''],No Brand,Hà Nội,9730,789,4.97359118319817,"[4, 0, 12, 87]","[990000000, 990000000]"
5402897446,28321649,[ MỚI 2022 ] Gói Mặt nạ ngủ trắng da Sulwhasoo Overnight Vitalizing Mask 3ml,[''],Sulwhasoo,TP. Hồ Chí Minh,3622,653,4.995798319327731,"[0, 0, 0, 3]","[900000000, 900000000]"
